<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;20190711;160000;248.3300000;248.9700000;246.6400000;247.3700000;2405800
GAZP;60;20190711;170000;247.4400000;247.5500000;245.3700000;245.8900000;4974920
GAZP;60;20190711;180000;245.8900000;246.3000000;245.0000000;245.7800000;8910140
GAZP;60;20190711;190000;245.8000000;247.2000000;245.5000000;247.2000000;4258240
GAZP;60;20190712;110000;247.0700000;247.8000000;244.0000000;244.8000000;6283780
GAZP;60;20190712;120000;244.7600000;245.9000000;244.6500000;245.2700000;2495190
GAZP;60;20190712;130000;245.2000000;245.7000000;244.6000000;244.9000000;1147750
GAZP;60;20190712;140000;244.9000000;245.4400000;244.6900000;245.0000000;907500
GAZP;60;20190712;150000;245.0000000;245.8600000;244.8000000;245.4600000;1529810
GAZP;60;20190712;160000;245.4600000;246.0500000;245.2100000;245.9100000;1645100
GAZP;60;20190712;170000;245.9100000;246.8400000;245.4700000;246.8200000;2206840
GAZP;60;20190712;180000;246.8200000;246.8400000;245.8100000;246.0100000;2240220
GAZP;60;20190712;190000;246.0200000;246.3300000;245.5000000;245.5000000;3062240
GAZP;60;20190715;110000;246.9800000;248.0800000;244.3500000;245.0900000;7634890
GAZP;60;20190715;120000;245.0100000;245.5000000;244.0000000;244.3700000;3012500
GAZP;60;20190715;130000;244.4200000;245.7000000;243.3300000;243.7800000;3267670
GAZP;60;20190715;140000;243.8000000;244.8600000;243.6400000;244.3000000;1536810
GAZP;60;20190715;150000;244.2700000;244.7000000;243.7400000;244.6800000;1020270
GAZP;60;20190715;160000;244.6800000;245.2200000;244.2700000;244.6400000;1564340
GAZP;60;20190715;170000;244.6100000;244.8900000;242.3000000;242.3900000;4423660
GAZP;60;20190715;180000;242.3500000;242.7900000;241.1300000;241.6400000;7385520
GAZP;60;20190715;190000;241.6500000;241.7800000;240.1000000;240.3000000;6108840
GAZP;60;20190716;110000;240.1000000;240.4000000;237.4100000;238.4000000;9996490
GAZP;60;20190716;120000;238.4500000;238.9000000;237.8100000;238.0900000;3197540
GAZP;60;20190716;130000;238.0900000;238.6200000;237.6400000;238.4200000;2848130
GAZP;60;20190716;140000;238.4000000;238.4700000;237.4700000;237.4800000;1893690
GAZP;60;20190716;150000;237.4900000;237.5800000;236.8600000;237.0900000;3003630
GAZP;60;20190716;160000;237.0700000;237.3400000;236.0400000;236.2500000;2861140
GAZP;60;20190716;170000;236.2500000;236.8700000;235.8300000;236.3100000;3286030
GAZP;60;20190716;180000;236.3100000;238.3000000;236.3100000;237.4500000;5725050
GAZP;60;20190716;190000;237.4500000;238.3800000;237.1400000;238.0100000;7996370
GAZP;60;20190717;110000;223.5600000;224.0300000;219.2000000;219.6000000;16747710
GAZP;60;20190717;120000;219.6200000;221.2300000;219.5500000;221.1000000;5749020
GAZP;60;20190717;130000;221.1000000;221.5300000;219.8300000;220.5300000;4685940
GAZP;60;20190717;140000;220.4500000;220.7800000;220.1400000;220.5500000;1895490
GAZP;60;20190717;150000;220.5500000;220.7100000;219.8200000;220.2200000;2445210
GAZP;60;20190717;160000;220.2400000;221.1000000;220.1700000;220.9800000;2213040
GAZP;60;20190717;170000;220.9900000;221.1900000;220.2800000;220.5700000;3518760
GAZP;60;20190717;180000;220.5500000;220.7000000;218.6300000;219.2500000;6298520
GAZP;60;20190717;190000;219.2500000;220.4800000;218.8300000;220.1900000;5605790
GAZP;60;20190718;110000;219.0000000;219.4900000;217.0500000;217.8900000;5813030
GAZP;60;20190718;120000;217.8200000;218.0000000;217.4400000;217.6700000;1356070
GAZP;60;20190718;130000;217.7000000;217.7000000;215.7700000;216.6000000;5402620
GAZP;60;20190718;140000;216.6000000;217.9500000;216.3000000;217.7700000;2709450
GAZP;60;20190718;150000;217.7500000;219.8000000;217.7000000;219.4000000;3978050
GAZP;60;20190718;160000;219.4100000;219.7200000;218.3500000;218.5400000;1901770
GAZP;60;20190718;170000;218.5000000;218.5800000;217.0700000;217.8000000;4427870
GAZP;60;20190718;180000;217.7700000;218.9600000;217.3900000;218.5000000;1951530
GAZP;60;20190718;190000;218.4500000;218.8300000;218.3000000;218.3000000;3291910
GAZP;60;20190719;110000;219.4900000;220.4300000;218.8000000;218.9000000;4074370
GAZP;60;20190719;120000;218.9000000;219.4500000;218.3500000;219.2200000;2012940
GAZP;60;20190719;130000;219.2100000;219.5600000;218.6500000;219.1100000;1046340
GAZP;60;20190719;140000;219.0400000;219.6000000;218.7700000;218.8900000;1310750
GAZP;60;20190719;150000;218.8900000;219.2100000;218.6200000;218.9300000;887260
GAZP;60;20190719;160000;218.8700000;219.0300000;218.1500000;218.3900000;1383350
GAZP;60;20190719;170000;218.3900000;218.5900000;217.2000000;217.5000000;2212860
GAZP;60;20190719;180000;217.5000000;217.7500000;217.0200000;217.1200000;2047410
GAZP;60;20190719;190000;217.1200000;217.1500000;215.3700000;216.0000000;5018900
GAZP;60;20190722;110000;215.9600000;216.8400000;214.1000000;214.8800000;5325220
GAZP;60;20190722;120000;214.8800000;216.5600000;214.7400000;215.9900000;3302610
GAZP;60;20190722;130000;216.0000000;216.3700000;215.5100000;215.7300000;1719240
GAZP;60;20190722;140000;215.7500000;217.4300000;215.7500000;217.2100000;2480640
GAZP;60;20190722;150000;217.2900000;220.0000000;217.0400000;219.3500000;8484140
GAZP;60;20190722;160000;219.3700000;219.6000000;217.8400000;217.9400000;2431620
GAZP;60;20190722;170000;217.9500000;218.6300000;217.5100000;218.2900000;2349140
GAZP;60;20190722;180000;218.3200000;219.3700000;217.6600000;217.7500000;4127130
GAZP;60;20190722;190000;217.7300000;218.1000000;217.1100000;217.1200000;3451740
GAZP;60;20190723;110000;217.5000000;219.4500000;217.2000000;217.4500000;4605370
GAZP;60;20190723;120000;217.5300000;218.2900000;216.7600000;218.0000000;3680310
GAZP;60;20190723;130000;218.0000000;218.9000000;217.5600000;218.6900000;1840830
GAZP;60;20190723;140000;218.7200000;220.4000000;218.0600000;219.8200000;5828500
GAZP;60;20190723;150000;219.7300000;221.1700000;219.0000000;220.9900000;4809120
GAZP;60;20190723;160000;221.0000000;221.0000000;219.5000000;219.9400000;3204240
GAZP;60;20190723;170000;219.9100000;219.9200000;217.8500000;218.2900000;3602670
GAZP;60;20190723;180000;218.2500000;218.6100000;217.7000000;217.8700000;1895610
GAZP;60;20190723;190000;217.9100000;217.9100000;216.9200000;217.3900000;5222210
GAZP;60;20190724;110000;218.4700000;218.4700000;214.8100000;215.3500000;9040980
GAZP;60;20190724;120000;215.3500000;215.9800000;214.5200000;215.6400000;5861250
GAZP;60;20190724;130000;215.5600000;215.8700000;215.0000000;215.8700000;1685260
GAZP;60;20190724;140000;215.8400000;216.5800000;215.3000000;215.7300000;2817560
GAZP;60;20190724;150000;215.7200000;216.0900000;215.1500000;215.4200000;1936600
GAZP;60;20190724;160000;215.4200000;215.8000000;215.0000000;215.1100000;2296320
GAZP;60;20190724;170000;215.1400000;215.2800000;214.4300000;214.5800000;4083150
GAZP;60;20190724;180000;214.6100000;214.6800000;211.5000000;211.7300000;10095470
GAZP;60;20190724;190000;211.6500000;212.3700000;210.5100000;212.0000000;6656140
GAZP;60;20190725;110000;208.0000000;219.4200000;206.0000000;217.1400000;40295270
GAZP;60;20190725;120000;217.0600000;219.2700000;216.5600000;218.7900000;9090730
GAZP;60;20190725;130000;218.7900000;223.6500000;218.5000000;223.4500000;21000820
GAZP;60;20190725;140000;223.3900000;228.9400000;221.7900000;226.0900000;28284700
GAZP;60;20190725;150000;226.0900000;226.8600000;223.1000000;223.7400000;7779180
GAZP;60;20190725;160000;223.8200000;226.5000000;223.2400000;226.3300000;8808360
GAZP;60;20190725;170000;226.3200000;226.7600000;224.1500000;224.4000000;11242580
GAZP;60;20190725;180000;224.4300000;225.3300000;221.8000000;222.1900000;13161730
GAZP;60;20190725;190000;222.2500000;223.2800000;218.5000000;219.0000000;28612890
GAZP;60;20190726;110000;217.0000000;229.6200000;217.0000000;228.1500000;53052750
GAZP;60;20190726;120000;228.1500000;234.9900000;228.0000000;229.3600000;49604830
GAZP;60;20190726;130000;229.4700000;231.5000000;228.6400000;230.6300000;10299770
GAZP;60;20190726;140000;230.6300000;231.9600000;229.8500000;230.9900000;7646460
GAZP;60;20190726;150000;230.9600000;233.8100000;230.9200000;232.7900000;9012980
GAZP;60;20190726;160000;232.7700000;234.2500000;232.2700000;234.1600000;6274750
GAZP;60;20190726;170000;234.1600000;235.8000000;232.5500000;235.6000000;16581970
GAZP;60;20190726;180000;235.6000000;236.0000000;231.4700000;233.4900000;18296620
GAZP;60;20190726;190000;233.5200000;234.8900000;233.0000000;234.2300000;9975900
GAZP;60;20190729;110000;234.1200000;237.8800000;231.8300000;234.7500000;18990820
GAZP;60;20190729;120000;234.7500000;238.7000000;234.3400000;237.4000000;10755600
GAZP;60;20190729;130000;237.5000000;237.9600000;236.1000000;237.2700000;5462980
GAZP;60;20190729;140000;237.3000000;237.7300000;236.7400000;236.9100000;3014350
GAZP;60;20190729;150000;236.9100000;237.1600000;236.1000000;236.5300000;2410720
GAZP;60;20190729;160000;236.5300000;237.0000000;236.2700000;236.4100000;1545240
GAZP;60;20190729;170000;236.4100000;237.4800000;236.0500000;236.2000000;2839310
GAZP;60;20190729;180000;236.2200000;236.8000000;236.0500000;236.5200000;2856050
GAZP;60;20190729;190000;236.5300000;236.7900000;235.7100000;236.7300000;2517360
GAZP;60;20190730;110000;236.2000000;237.1300000;234.0000000;234.3700000;6419760
GAZP;60;20190730;120000;234.3700000;234.4800000;232.3700000;233.5600000;7167490
GAZP;60;20190730;130000;233.5200000;234.9000000;233.3500000;234.3100000;4382560
GAZP;60;20190730;140000;234.2400000;234.7200000;233.7400000;234.2900000;2474730
GAZP;60;20190730;150000;234.3300000;234.6500000;234.0300000;234.2100000;2589680
GAZP;60;20190730;160000;234.2200000;234.4700000;233.5600000;233.7000000;1864840
GAZP;60;20190730;170000;233.7200000;236.8400000;233.6000000;234.8300000;8246190
GAZP;60;20190730;180000;234.8500000;236.5000000;234.8000000;236.4300000;4434770
GAZP;60;20190730;190000;236.4200000;237.1000000;235.9300000;237.1000000;6329730
GAZP;60;20190731;110000;237.4300000;237.8200000;234.7300000;234.9300000;5541630
GAZP;60;20190731;120000;234.8500000;236.3300000;234.4400000;235.9000000;4835500
GAZP;60;20190731;130000;235.8700000;236.5000000;235.8200000;236.0900000;1663640
GAZP;60;20190731;140000;236.1100000;236.3700000;235.9700000;236.0400000;1168770
GAZP;60;20190731;150000;236.0000000;237.3500000;235.9000000;236.7700000;3157170
GAZP;60;20190731;160000;236.7600000;239.6400000;236.6400000;239.3800000;6822140
GAZP;60;20190731;170000;239.3800000;239.4100000;237.8500000;238.8700000;4485120
GAZP;60;20190731;180000;238.8700000;239.4900000;238.0600000;238.4900000;4096960
GAZP;60;20190731;190000;238.5000000;238.9000000;235.0600000;236.9000000;13619600
GAZP;60;20190801;110000;234.5400000;237.3400000;233.9100000;236.2700000;11957620
GAZP;60;20190801;120000;236.2500000;236.4000000;234.5100000;235.1000000;4330160
GAZP;60;20190801;130000;235.0800000;235.4400000;234.6000000;235.0900000;1553050
GAZP;60;20190801;140000;235.1000000;235.6400000;234.6000000;234.9200000;1484140
GAZP;60;20190801;150000;234.8500000;235.1100000;234.1200000;234.4000000;1685610
GAZP;60;20190801;160000;234.3900000;235.1800000;233.7100000;235.1100000;2644430
GAZP;60;20190801;170000;235.1100000;235.1500000;233.3000000;233.9900000;2764660
GAZP;60;20190801;180000;233.9700000;234.6300000;233.2900000;234.1700000;2621170
GAZP;60;20190801;190000;234.2000000;234.5000000;233.3800000;234.2800000;2173290
GAZP;60;20190802;110000;231.2000000;232.7400000;229.5500000;230.6300000;11356430
GAZP;60;20190802;120000;230.6300000;232.5000000;230.5500000;231.3700000;4538560
GAZP;60;20190802;130000;231.3600000;231.9900000;231.2600000;231.6500000;1521770
GAZP;60;20190802;140000;231.6500000;233.1700000;231.5900000;232.9800000;4170310
GAZP;60;20190802;150000;232.8800000;233.1000000;230.5500000;230.6900000;4223190
GAZP;60;20190802;160000;230.6500000;230.7900000;229.0000000;229.9800000;8981950
GAZP;60;20190802;170000;230.0000000;230.9700000;229.5000000;229.9600000;5372320
GAZP;60;20190802;180000;229.9100000;230.3400000;228.9500000;228.9500000;5952170
GAZP;60;20190802;190000;228.9500000;229.4900000;227.9100000;227.9100000;12971700
GAZP;60;20190805;110000;225.9800000;227.4200000;223.7200000;224.5800000;11748240
GAZP;60;20190805;120000;224.5800000;225.0800000;223.2600000;224.3800000;4334030
GAZP;60;20190805;130000;224.3700000;227.4500000;224.2500000;226.7100000;6679730
GAZP;60;20190805;140000;226.7500000;228.0000000;226.5500000;227.0300000;5314400
GAZP;60;20190805;150000;227.1200000;227.1200000;225.5800000;225.9900000;4265590
GAZP;60;20190805;160000;226.0100000;226.5600000;224.9200000;225.1200000;3256110
GAZP;60;20190805;170000;225.0700000;225.1200000;224.1200000;224.4100000;4585730
GAZP;60;20190805;180000;224.3800000;224.4600000;222.3000000;223.4600000;5896180
GAZP;60;20190805;190000;223.4600000;225.9200000;223.1300000;223.6100000;7194780
GAZP;60;20190806;110000;223.6200000;227.0000000;223.6200000;225.2000000;6753620
GAZP;60;20190806;120000;225.2000000;225.6800000;224.2900000;225.3900000;3315100
GAZP;60;20190806;130000;225.4000000;225.9700000;224.7000000;225.6900000;1629490
GAZP;60;20190806;140000;225.6900000;225.7100000;224.9800000;225.5000000;2042090
GAZP;60;20190806;150000;225.4400000;227.7800000;225.4400000;227.1800000;4816570
GAZP;60;20190806;160000;227.1700000;227.3000000;226.2000000;226.4000000;1407670
GAZP;60;20190806;170000;226.4000000;227.4900000;226.0500000;227.2100000;2356700
GAZP;60;20190806;180000;227.2300000;227.6300000;226.5600000;226.9400000;3036140
GAZP;60;20190806;190000;226.9500000;227.5300000;226.2100000;226.7600000;5050670
GAZP;60;20190807;110000;226.9200000;227.6900000;225.5000000;226.6800000;4972000
GAZP;60;20190807;120000;226.6500000;228.7300000;226.4000000;228.2300000;4095510
GAZP;60;20190807;130000;228.1900000;229.3500000;226.0600000;229.3500000;5295650
GAZP;60;20190807;140000;229.3500000;232.6700000;228.8100000;231.3100000;9743560
GAZP;60;20190807;150000;231.4000000;231.9400000;230.5200000;230.7700000;3034890
GAZP;60;20190807;160000;230.7600000;230.7800000;227.7000000;228.1200000;5892540
GAZP;60;20190807;170000;228.0500000;228.8700000;226.5000000;227.7500000;6047420
GAZP;60;20190807;180000;227.6500000;230.0000000;227.3400000;229.9100000;5836320
GAZP;60;20190807;190000;229.9900000;230.0000000;227.5200000;227.6700000;4756460
GAZP;60;20190808;110000;230.5600000;232.4000000;230.4300000;230.7600000;6321320
GAZP;60;20190808;120000;230.7100000;231.9400000;230.5600000;231.8500000;2483350
GAZP;60;20190808;130000;231.8600000;233.5400000;231.7500000;232.7100000;5771220
GAZP;60;20190808;140000;232.7700000;232.7700000;231.0700000;231.7600000;2994870
GAZP;60;20190808;150000;231.7600000;232.8400000;231.1400000;232.6300000;2294780
GAZP;60;20190808;160000;232.6200000;233.1500000;232.1800000;232.7100000;2171410
GAZP;60;20190808;170000;232.7000000;233.0600000;231.4400000;232.0200000;2024710
GAZP;60;20190808;180000;232.0000000;232.8100000;231.6100000;232.2100000;2028000
GAZP;60;20190808;190000;232.2100000;232.5300000;231.2100000;231.2100000;3372660
GAZP;60;20190809;110000;231.4500000;231.5700000;229.8800000;230.6200000;3386360
GAZP;60;20190809;120000;230.5600000;231.3300000;229.9300000;230.7300000;1277990
GAZP;60;20190809;130000;230.8000000;231.2500000;228.9400000;229.3500000;1856810
GAZP;60;20190809;140000;229.3500000;230.2000000;228.9100000;229.8000000;1832790
GAZP;60;20190809;150000;229.8300000;230.1500000;229.4000000;229.6200000;1026870
GAZP;60;20190809;160000;229.6200000;230.8500000;229.5600000;230.3400000;1225200
GAZP;60;20190809;170000;230.3400000;232.2600000;230.3100000;230.6100000;2897620
GAZP;60;20190809;180000;230.6600000;230.7300000;229.7300000;230.2100000;2251700
GAZP;60;20190809;190000;230.2000000;230.3900000;229.6100000;229.9600000;2756000
GAZP;60;20190812;110000;231.0100000;232.9700000;230.8100000;232.2300000;3557480
GAZP;60;20190812;120000;232.1600000;232.2300000;230.3900000;230.6200000;2193010
GAZP;60;20190812;130000;230.5700000;231.1300000;229.9000000;229.9700000;1931370
GAZP;60;20190812;140000;229.9600000;230.5400000;229.2900000;229.4800000;1515780
GAZP;60;20190812;150000;229.5000000;229.8900000;229.3400000;229.7900000;1004770
GAZP;60;20190812;160000;229.7600000;230.6800000;229.6900000;230.2700000;1377770
GAZP;60;20190812;170000;230.3100000;230.4800000;229.6000000;229.9500000;1175350
GAZP;60;20190812;180000;229.9400000;230.3200000;229.3900000;229.9600000;1601220
GAZP;60;20190812;190000;229.9600000;230.2400000;229.5300000;230.2400000;1542690
GAZP;60;20190813;110000;229.8100000;229.9800000;227.5600000;228.2300000;4121850
GAZP;60;20190813;120000;228.2300000;228.8100000;228.0400000;228.1100000;1845290
GAZP;60;20190813;130000;228.1100000;228.1500000;227.0000000;227.0400000;2978390
GAZP;60;20190813;140000;227.0400000;227.6400000;227.0200000;227.1200000;1727900
GAZP;60;20190813;150000;227.1800000;227.7000000;226.4600000;227.3400000;3063380
GAZP;60;20190813;160000;227.3900000;227.4000000;226.6500000;227.0400000;1359480
GAZP;60;20190813;170000;227.0800000;231.6000000;226.9100000;230.8100000;8757280
GAZP;60;20190813;180000;230.7200000;232.1600000;229.7400000;231.9000000;6602620
GAZP;60;20190813;190000;231.9000000;232.0000000;229.8700000;229.8700000;4685140
GAZP;60;20190814;110000;231.1000000;231.1900000;229.0800000;229.7000000;2700560
GAZP;60;20190814;120000;229.6700000;229.8900000;228.6000000;228.9800000;1726000
GAZP;60;20190814;130000;228.9600000;229.3700000;228.5500000;228.7700000;1356940
GAZP;60;20190814;140000;228.7800000;229.4500000;228.1200000;228.2000000;3104540
GAZP;60;20190814;150000;228.2000000;228.2400000;225.8200000;226.2000000;4836660
GAZP;60;20190814;160000;226.0900000;226.6400000;224.5800000;224.8700000;5138290
GAZP;60;20190814;170000;224.8700000;226.3700000;224.6300000;226.3300000;3654280
GAZP;60;20190814;180000;226.3000000;227.9900000;226.1600000;227.4200000;7465450
GAZP;60;20190814;190000;227.4900000;228.1500000;226.3000000;227.1000000;5827930
GAZP;60;20190815;110000;227.6500000;229.7000000;226.6000000;227.9800000;7279870
GAZP;60;20190815;120000;227.9300000;229.3800000;227.2700000;228.2300000;2628820
GAZP;60;20190815;130000;228.1700000;228.3200000;226.1700000;226.5800000;2479610
GAZP;60;20190815;140000;226.4700000;226.6100000;224.8900000;225.5800000;3781900
GAZP;60;20190815;150000;225.5700000;227.8000000;225.5200000;227.3900000;3259580
GAZP;60;20190815;160000;227.4200000;228.9200000;227.2400000;228.0100000;3883360
GAZP;60;20190815;170000;228.0000000;228.3200000;226.0700000;227.0800000;3398940
GAZP;60;20190815;180000;227.0900000;227.7700000;226.5600000;226.6400000;1921870
GAZP;60;20190815;190000;226.6400000;228.1500000;226.5600000;227.1500000;3627710
GAZP;60;20190816;110000;228.3500000;229.3800000;227.6400000;227.7300000;2200990
GAZP;60;20190816;120000;227.7500000;228.0000000;226.9000000;227.4800000;1335130
GAZP;60;20190816;130000;227.5500000;227.6800000;226.0500000;226.0500000;1873610
GAZP;60;20190816;140000;226.0500000;226.9000000;225.8000000;226.3400000;1547860
GAZP;60;20190816;150000;226.3100000;226.5000000;225.3900000;225.4300000;2075490
GAZP;60;20190816;160000;225.4600000;226.3500000;225.2100000;225.6300000;2755520
GAZP;60;20190816;170000;225.7000000;226.5700000;225.2900000;226.0400000;2112310
GAZP;60;20190816;180000;226.0400000;226.2500000;225.3200000;225.3300000;3728270
GAZP;60;20190816;190000;225.3300000;225.5100000;224.0800000;224.7100000;7459420
GAZP;60;20190819;110000;226.0000000;226.4800000;224.7000000;225.0700000;3727800
GAZP;60;20190819;120000;225.1500000;225.1900000;223.6500000;223.8100000;2210250
GAZP;60;20190819;130000;223.8000000;224.9700000;223.8000000;224.6300000;2163370
GAZP;60;20190819;140000;224.6300000;226.0000000;224.6200000;225.7600000;1812020
GAZP;60;20190819;150000;225.7600000;227.2000000;225.5100000;226.3400000;3096750
GAZP;60;20190819;160000;226.3400000;226.4100000;225.7300000;225.9800000;807460
GAZP;60;20190819;170000;225.9200000;226.4600000;225.7000000;226.0000000;884310
GAZP;60;20190819;180000;226.0000000;226.4200000;225.3400000;225.7400000;1918330
GAZP;60;20190819;190000;225.7400000;226.9300000;225.6600000;226.8000000;2451300
GAZP;60;20190820;110000;226.7900000;232.2000000;226.1500000;231.3000000;11083760
GAZP;60;20190820;120000;231.3000000;232.3200000;230.9500000;231.7900000;4975330
GAZP;60;20190820;130000;231.7900000;232.0000000;229.6300000;230.2500000;4508180
GAZP;60;20190820;140000;230.1700000;231.7100000;229.9300000;231.1100000;2326010
GAZP;60;20190820;150000;231.0400000;231.7000000;230.3900000;231.5000000;1539410
GAZP;60;20190820;160000;231.5000000;231.7000000;230.8600000;231.4500000;1646450
GAZP;60;20190820;170000;231.4900000;231.6300000;230.1000000;230.8500000;3348780
GAZP;60;20190820;180000;230.8400000;231.6900000;230.6500000;231.6700000;1939070
GAZP;60;20190820;190000;231.6700000;232.0000000;231.4500000;231.5400000;3247860
GAZP;60;20190821;110000;231.7200000;232.3200000;230.5000000;230.8900000;4368140
GAZP;60;20190821;120000;230.9000000;231.2300000;230.8000000;230.8000000;1754310
GAZP;60;20190821;130000;230.8000000;231.7100000;230.8000000;231.5800000;1438540
GAZP;60;20190821;140000;231.5900000;231.5900000;230.7000000;230.7700000;1572090
GAZP;60;20190821;150000;230.7200000;231.1800000;230.6000000;231.1500000;1038020
GAZP;60;20190821;160000;231.1100000;231.3000000;230.8300000;231.0900000;1486170
GAZP;60;20190821;170000;231.0300000;232.0000000;231.0000000;231.2900000;2833650
GAZP;60;20190821;180000;231.2400000;231.4000000;230.7800000;231.1000000;1987940
GAZP;60;20190821;190000;231.1000000;231.5000000;231.0000000;231.2200000;4005260
GAZP;60;20190822;110000;231.0000000;233.9800000;230.2100000;233.4600000;5454900
GAZP;60;20190822;120000;233.5300000;233.8200000;232.3700000;232.8400000;4691780
GAZP;60;20190822;130000;232.9200000;232.9200000;231.1000000;231.5700000;3908990
GAZP;60;20190822;140000;231.5700000;232.1000000;231.5300000;232.0400000;963190
GAZP;60;20190822;150000;232.0400000;232.5000000;232.0000000;232.2100000;1130800
GAZP;60;20190822;160000;232.2900000;232.8200000;232.2000000;232.7000000;969510
GAZP;60;20190822;170000;232.7000000;233.0000000;232.4800000;232.8400000;1861350
GAZP;60;20190822;180000;232.8400000;232.8400000;231.5000000;232.3500000;3605560
GAZP;60;20190822;190000;232.2600000;233.0000000;232.0600000;232.0600000;3896190
GAZP;60;20190823;110000;232.6800000;233.0400000;231.1700000;231.2300000;3956570
GAZP;60;20190823;120000;231.2300000;231.9200000;230.6000000;230.7500000;1983590
GAZP;60;20190823;130000;230.7900000;231.5000000;230.6700000;231.2500000;1794280
GAZP;60;20190823;140000;231.2400000;231.8500000;230.8600000;231.6800000;917660
GAZP;60;20190823;150000;231.6800000;232.1800000;231.2800000;231.6100000;1198700
GAZP;60;20190823;160000;231.6000000;231.6500000;228.9300000;230.1100000;7343370
GAZP;60;20190823;170000;230.1900000;230.9000000;229.7000000;230.7200000;2656120
GAZP;60;20190823;180000;230.7200000;232.0700000;230.3300000;231.0100000;4111510
GAZP;60;20190823;190000;231.0800000;231.1800000;229.2500000;229.3500000;5033840
GAZP;60;20190826;110000;228.8000000;230.5000000;228.0500000;229.1500000;3145380
GAZP;60;20190826;120000;229.1500000;230.6000000;229.0000000;230.2600000;1285090
GAZP;60;20190826;130000;230.2500000;230.5200000;229.3100000;229.5600000;967420
GAZP;60;20190826;140000;229.5500000;229.8200000;229.0700000;229.3600000;747200
GAZP;60;20190826;150000;229.3600000;230.1500000;229.2700000;229.6100000;574800
GAZP;60;20190826;160000;229.6100000;230.1000000;229.3100000;230.0000000;534710
GAZP;60;20190826;170000;229.9900000;230.3600000;229.6900000;229.8800000;755790
GAZP;60;20190826;180000;229.8700000;229.9100000;228.8500000;229.0900000;1316960
GAZP;60;20190826;190000;229.1100000;229.8800000;228.9000000;228.9000000;1662330
GAZP;60;20190827;110000;228.9200000;229.2800000;225.5300000;226.4500000;9012470
GAZP;60;20190827;120000;226.4700000;226.4900000;225.1100000;225.4900000;3773370
GAZP;60;20190827;130000;225.4900000;226.1900000;224.7800000;225.1100000;4470530
GAZP;60;20190827;140000;225.1100000;226.1400000;224.8800000;225.7500000;2582490
GAZP;60;20190827;150000;225.8500000;226.9700000;225.7900000;226.2500000;3301280
GAZP;60;20190827;160000;226.2000000;226.4500000;225.2600000;225.8200000;1696000
GAZP;60;20190827;170000;225.9000000;225.9500000;224.2400000;224.3200000;4389060
GAZP;60;20190827;180000;224.3200000;224.7100000;223.4500000;223.7200000;6394910
GAZP;60;20190827;190000;223.7300000;227.0000000;223.0000000;227.0000000;20135760
GAZP;60;20190828;110000;226.5200000;226.5500000;224.8800000;225.3300000;6974000
GAZP;60;20190828;120000;225.2600000;225.9800000;225.0600000;225.6400000;1818870
GAZP;60;20190828;130000;225.6300000;225.6800000;225.0100000;225.4700000;1705670
GAZP;60;20190828;140000;225.5200000;226.4400000;225.2000000;226.2100000;1820930
GAZP;60;20190828;150000;226.2900000;228.2300000;225.8000000;227.1900000;7041180
GAZP;60;20190828;160000;227.2100000;227.3000000;226.6900000;226.8800000;2194540
GAZP;60;20190828;170000;226.8800000;227.6700000;226.5200000;227.6200000;2789450
GAZP;60;20190828;180000;227.6100000;228.6400000;226.9900000;228.1100000;4454490
GAZP;60;20190828;190000;228.1600000;228.4900000;227.6800000;228.4800000;3702330
GAZP;60;20190829;110000;228.8700000;232.9400000;228.6700000;232.4000000;13057630
GAZP;60;20190829;120000;232.4200000;232.7500000;232.1000000;232.4300000;3165110
GAZP;60;20190829;130000;232.4500000;235.2500000;232.4500000;234.6900000;8990510
GAZP;60;20190829;140000;234.6900000;235.0900000;233.8700000;234.2700000;3089100
GAZP;60;20190829;150000;234.2700000;234.9800000;234.0500000;234.3000000;2058490
GAZP;60;20190829;160000;234.2300000;234.5400000;233.1700000;233.9000000;3619600
GAZP;60;20190829;170000;233.8800000;234.2000000;233.2000000;233.9000000;2199580
GAZP;60;20190829;180000;233.8700000;233.9100000;232.1500000;232.8600000;5574100
GAZP;60;20190829;190000;232.7900000;234.0000000;232.3900000;233.2000000;5787340
GAZP;60;20190830;110000;233.6700000;233.8500000;232.7600000;233.5500000;3256700
GAZP;60;20190830;120000;233.5500000;233.6100000;232.1000000;232.5000000;3192670
GAZP;60;20190830;130000;232.5400000;233.1500000;232.1100000;232.7500000;1835020
GAZP;60;20190830;140000;232.7600000;233.1500000;232.3600000;232.6900000;1145580
GAZP;60;20190830;150000;232.6300000;232.9300000;232.1700000;232.4000000;1400150
GAZP;60;20190830;160000;232.3100000;232.8000000;232.2200000;232.6900000;1141610
GAZP;60;20190830;170000;232.6900000;233.3000000;232.1100000;232.1800000;3056130
GAZP;60;20190830;180000;232.1800000;232.6300000;231.4500000;231.9700000;3267680
GAZP;60;20190830;190000;231.9700000;232.4900000;231.0700000;232.1500000;3704310
GAZP;60;20190902;110000;231.9300000;232.0800000;230.5000000;231.7400000;3012680
GAZP;60;20190902;120000;231.7300000;233.4900000;231.2100000;232.9200000;3521010
GAZP;60;20190902;130000;232.9500000;233.2000000;232.5000000;233.1300000;1981410
GAZP;60;20190902;140000;233.1400000;233.2300000;232.1800000;232.4300000;1318480
